id,location,date,avg_volume,status
4304,Airport Road,2023-11-10,777.0,High
4305,Downtown,2025-05-03,637.0,High
4306,Airport Road,2025-03-08,466.0,High
4307,Downtown,2023-01-21,472.667,High
4308,Main St,2023-04-07,452.0,High
4309,Airport Road,2023-04-15,656.0,High
4310,Highway 101,2025-01-28,126.5,Normal
4311,Bridge,2025-06-12,391.5,High
4312,Airport Road,2025-03-11,643.0,High
4313,Bridge,2025-10-03,779.0,High
4314,Bridge,2023-03-12,633.0,High
4315,Airport Road,2023-03-24,601.5,High
4316,Main St,2023-03-12,630.0,High
4317,Main St,2023-10-04,319.0,High
4318,Bridge,2025-08-17,595.333,High
4319,Main St,2025-08-04,406.0,High
4320,Main St,2025-09-28,407.0,High
4321,Downtown,2023-01-06,448.5,High
4322,Airport Road,2023-02-16,467.0,High
4323,Airport Road,2023-03-30,482.0,High
4324,Airport Road,2023-09-26,527.0,High
4325,Highway 101,2025-04-04,625.667,High
4326,Highway 101,2025-02-05,578.0,High
4327,Bridge,2025-11-01,389.5,High
4328,Downtown,2025-07-26,463.5,High
4329,Airport Road,2025-11-11,464.0,High
4330,Bridge,2025-02-06,196.0,Normal
4331,Main St,2023-01-12,454.833,High
4332,Downtown,2023-02-16,718.0,High
4333,Downtown,2023-12-14,372.0,High
4334,Downtown,2023-10-20,152.0,Normal
4335,Main St,2023-11-26,69.0,Normal
4336,Bridge,2025-07-11,89.0,Normal
4337,Downtown,2025-07-06,63.0,Normal
4338,Highway 101,2025-09-07,430.5,High
4339,Highway 101,2025-01-05,369.0,High
4340,Bridge,2025-07-30,418.0,High
4341,Airport Road,2025-03-20,628.0,High
4342,Bridge,2025-09-06,653.0,High
4343,Airport Road,2025-04-08,512.0,High
4344,Airport Road,2023-05-07,483.0,High
4345,Downtown,2023-04-17,654.0,High
4346,Bridge,2023-05-31,466.0,High
4347,Airport Road,2023-09-13,216.0,Normal
4348,Downtown,2023-09-29,519.0,High
4349,Downtown,2025-05-06,194.0,Normal
4350,Airport Road,2025-02-14,342.5,High
4351,Highway 101,2025-07-24,432.5,High
4352,Main St,2023-01-18,375.4,High
4353,Highway 101,2023-01-17,389.0,High
4354,Airport Road,2023-06-23,361.333,High
4355,Downtown,2023-02-21,588.667,High
4356,Airport Road,2023-02-25,439.0,High
4357,Bridge,2023-03-11,439.0,High
4358,Airport Road,2023-07-22,738.0,High
4359,Main St,2025-09-27,261.0,Normal
4360,Bridge,2025-08-23,298.0,Normal
4361,Bridge,2025-12-07,694.0,High
4362,Bridge,2025-10-06,377.0,High
4363,Airport Road,2025-09-04,455.0,High
4364,Highway 101,2025-07-13,607.0,High
4365,Downtown,2025-04-01,551.0,High
4366,Main St,2023-01-23,375.5,High
4367,Bridge,2023-05-21,459.0,High
4368,Highway 101,2023-04-04,525.0,High
4369,Airport Road,2023-05-03,500.0,High
4370,Bridge,2023-04-19,401.5,High
4371,Bridge,2023-06-16,555.667,High
4372,Highway 101,2023-08-11,151.0,Normal
4373,Bridge,2023-08-27,116.0,Normal
4374,Main St,2023-09-29,711.0,High
4375,Main St,2025-04-02,557.0,High
4376,Downtown,2025-12-21,178.5,Normal
4377,Main St,2025-12-24,550.0,High
4378,Main St,2023-01-17,476.1,High
4379,Bridge,2023-03-31,445.0,High
4380,Main St,2023-02-07,640.0,High
4381,Downtown,2023-10-10,532.0,High
4382,Downtown,2025-07-18,402.5,High
4383,Bridge,2025-07-24,772.0,High
4384,Airport Road,2025-08-30,353.0,High
4385,Airport Road,2023-01-22,493.833,High
4386,Main St,2023-06-22,552.0,High
4387,Downtown,2023-03-04,555.5,High
4388,Airport Road,2023-07-03,575.0,High
4389,Highway 101,2025-02-16,173.0,Normal
4390,Highway 101,2025-03-24,645.0,High
4391,Downtown,2023-04-09,353.667,High
4392,Bridge,2023-12-02,385.0,High
4393,Highway 101,2023-10-26,330.0,High
4394,Airport Road,2025-06-26,508.0,High
4395,Airport Road,2025-08-02,187.0,Normal
4396,Downtown,2025-06-03,291.0,Normal
4397,Downtown,2025-03-12,162.0,Normal
4398,Bridge,2025-01-29,463.0,High
4399,Downtown,2023-03-16,392.0,High
4400,Downtown,2023-03-03,672.5,High
4401,Highway 101,2023-02-26,147.0,Normal
4402,Highway 101,2025-09-08,462.5,High
4403,Highway 101,2025-09-21,626.5,High
4404,Airport Road,2025-08-07,473.0,High
4405,Highway 101,2025-01-10,332.0,High
4406,Downtown,2025-10-27,423.5,High
4407,Airport Road,2023-01-27,450.25,High
4408,Highway 101,2023-01-01,414.862,High
4409,Main St,2023-01-21,398.188,High
4410,Downtown,2023-05-30,293.667,Normal
4411,Downtown,2023-05-14,108.0,Normal
4412,Airport Road,2023-09-11,585.0,High
4413,Downtown,2025-12-27,84.0,Normal
4414,Downtown,2025-03-28,51.0,Normal
4415,Highway 101,2023-01-14,569.556,High
4416,Main St,2023-06-08,363.5,High
4417,Airport Road,2023-02-07,151.0,Normal
4418,Main St,2025-11-09,129.0,Normal
4419,Bridge,2025-07-09,744.0,High
4420,Main St,2025-06-21,54.0,Normal
4421,Downtown,2025-04-21,676.0,High
4422,Airport Road,2025-09-07,733.0,High
4423,Highway 101,2025-06-17,612.5,High
4424,Bridge,2023-01-20,400.222,High
4425,Main St,2023-02-16,549.0,High
4426,Downtown,2023-03-28,360.0,High
4427,Highway 101,2025-12-19,440.0,High
4428,Bridge,2025-02-09,255.0,Normal
4429,Bridge,2025-11-18,372.0,High
4430,Main St,2025-03-10,383.0,High
4431,Downtown,2025-08-27,190.0,Normal
4432,Bridge,2025-01-17,490.0,High
4433,Main St,2023-01-16,442.417,High
4434,Airport Road,2023-01-24,480.167,High
4435,Main St,2023-03-06,429.667,High
4436,Bridge,2023-12-27,371.0,High
4437,Airport Road,2023-08-29,354.0,High
4438,Bridge,2023-08-16,134.0,Normal
4439,Downtown,2025-09-18,535.0,High
4440,Airport Road,2025-06-25,618.5,High
4441,Airport Road,2025-08-10,361.5,High
4442,Airport Road,2025-07-03,785.0,High
4443,Bridge,2025-03-18,312.0,High
4444,Downtown,2025-05-31,309.0,High
4445,Main St,2025-09-04,799.0,High
4446,Downtown,2025-11-22,411.0,High
4447,Bridge,2025-01-15,317.5,High
4448,Downtown,2023-01-30,477.375,High
4449,Bridge,2023-07-29,108.0,Normal
4450,Highway 101,2025-07-28,782.0,High
4451,Highway 101,2025-09-09,215.333,Normal
4452,Highway 101,2025-09-16,705.0,High
4453,Downtown,2025-12-16,586.0,High
4454,Downtown,2025-10-17,50.0,Normal
4455,Main St,2025-08-01,298.0,Normal
4456,Main St,2025-03-07,521.0,High
4457,Main St,2023-01-06,449.0,High
4458,Main St,2023-01-04,479.222,High
4459,Airport Road,2023-04-19,504.0,High
4460,Downtown,2023-02-18,667.0,High
4461,Bridge,2025-01-18,318.667,High
4462,Airport Road,2025-05-11,81.0,Normal
4463,Downtown,2025-05-08,317.0,High
4464,Downtown,2025-05-16,400.0,High
4465,Bridge,2023-01-19,407.273,High
4466,Downtown,2023-01-19,400.2,High
4467,Highway 101,2023-04-20,245.0,Normal
4468,Bridge,2023-05-28,438.0,High
4469,Highway 101,2023-06-25,464.0,High
4470,Bridge,2023-08-29,223.0,Normal
4471,Main St,2023-07-05,215.0,Normal
4472,Main St,2025-12-14,504.0,High
4473,Downtown,2025-08-21,681.0,High
4474,Airport Road,2025-08-06,262.0,Normal
4475,Bridge,2025-11-13,83.0,Normal
4476,Bridge,2023-01-10,394.5,High
4477,Main St,2023-01-28,468.5,High
4478,Downtown,2023-04-12,451.0,High
4479,Bridge,2025-05-02,388.0,High
4480,Main St,2025-01-14,89.0,Normal
4481,Bridge,2025-11-03,378.667,High
4482,Main St,2025-03-12,718.0,High
4483,Airport Road,2023-03-31,93.0,Normal
4484,Main St,2023-06-23,357.0,High
4485,Bridge,2023-05-17,715.667,High
4486,Highway 101,2023-02-22,478.5,High
4487,Highway 101,2023-02-24,613.0,High
4488,Bridge,2023-07-30,670.0,High
4489,Airport Road,2025-01-31,201.0,Normal
4490,Downtown,2025-09-21,436.0,High
4491,Airport Road,2025-05-20,259.0,Normal
4492,Highway 101,2025-10-07,177.0,Normal
4493,Main St,2025-02-23,85.0,Normal
4494,Airport Road,2025-04-24,52.0,Normal
4495,Airport Road,2025-03-26,753.0,High
4496,Highway 101,2023-03-15,650.0,High
4497,Bridge,2023-02-25,236.0,Normal
4498,Airport Road,2025-08-21,474.0,High
4499,Main St,2025-10-01,677.0,High
4500,Airport Road,2025-08-14,394.0,High
4501,Main St,2025-11-11,357.5,High
4502,Bridge,2025-09-21,204.0,Normal
4503,Downtown,2025-04-27,471.0,High
4504,Bridge,2025-12-10,378.25,High
4505,Downtown,2023-03-30,343.5,High
4506,Bridge,2023-04-14,601.0,High
4507,Main St,2023-04-23,220.0,Normal
4508,Highway 101,2023-05-16,177.0,Normal
4509,Bridge,2023-10-01,783.0,High
4510,Main St,2023-08-09,452.0,High
4511,Airport Road,2025-04-04,58.0,Normal
4512,Bridge,2025-03-19,55.0,Normal
4513,Downtown,2023-02-15,346.0,High
4514,Downtown,2023-05-11,569.0,High
4515,Main St,2023-12-13,547.0,High
4516,Main St,2025-01-30,417.5,High
4517,Airport Road,2025-06-05,418.0,High
4518,Highway 101,2025-07-04,278.0,Normal
4519,Highway 101,2025-09-30,532.0,High
4520,Downtown,2025-10-07,756.0,High
4521,Highway 101,2023-11-13,747.0,High
4522,Bridge,2023-03-24,797.0,High
4523,Highway 101,2023-03-28,472.0,High
4524,Airport Road,2023-03-25,425.0,High
4525,Bridge,2025-05-04,766.0,High
4526,Bridge,2025-12-09,445.0,High
4527,Highway 101,2025-05-06,64.0,Normal
4528,Airport Road,2023-05-13,303.0,High
4529,Bridge,2023-07-24,494.0,High
4530,Highway 101,2025-06-26,616.5,High
4531,Downtown,2025-04-19,347.5,High
4532,Downtown,2025-02-21,337.5,High
4533,Airport Road,2025-10-16,383.333,High
4534,Downtown,2025-04-14,500.0,High
4535,Airport Road,2025-10-19,429.5,High
4536,Airport Road,2025-03-22,457.0,High
4537,Main St,2025-01-06,703.0,High
4538,Bridge,2025-04-23,212.0,Normal
4539,Downtown,2023-03-20,342.0,High
4540,Airport Road,2023-03-07,465.0,High
4541,Bridge,2023-11-09,783.0,High
4542,Bridge,2025-06-24,309.0,High
4543,Highway 101,2025-10-09,194.333,Normal
4544,Downtown,2025-04-20,643.333,High
4545,Main St,2025-11-30,268.0,Normal
4546,Bridge,2025-05-07,665.0,High
4547,Main St,2025-11-07,646.0,High
4548,Airport Road,2023-01-13,305.286,High
4549,Main St,2023-02-25,310.25,High
4550,Airport Road,2023-05-09,61.0,Normal
4551,Highway 101,2023-04-17,435.5,High
4552,Airport Road,2023-02-17,280.0,Normal
4553,Highway 101,2023-08-02,476.0,High
4554,Airport Road,2023-12-21,496.0,High
4555,Airport Road,2025-07-30,382.0,High
4556,Main St,2025-11-20,336.333,High
4557,Highway 101,2025-04-02,321.5,High
4558,Bridge,2025-11-05,240.5,Normal
4559,Highway 101,2025-08-10,177.0,Normal
4560,Downtown,2025-02-03,295.0,Normal
4561,Downtown,2025-10-05,709.0,High
4562,Highway 101,2023-01-28,472.3,High
4563,Bridge,2023-03-21,641.5,High
4564,Highway 101,2023-03-17,487.0,High
4565,Bridge,2025-06-22,340.0,High
4566,Airport Road,2025-06-02,619.667,High
4567,Downtown,2025-07-04,391.0,High
4568,Bridge,2025-07-25,92.0,Normal
4569,Bridge,2025-01-24,388.0,High
4570,Downtown,2023-01-16,315.143,High
4571,Main St,2023-02-28,172.0,Normal
4572,Bridge,2023-05-15,75.0,Normal
4573,Highway 101,2023-10-31,341.0,High
4574,Main St,2025-09-02,465.0,High
4575,Airport Road,2025-11-09,711.0,High
4576,Airport Road,2025-05-10,686.0,High
4577,Bridge,2025-01-19,378.0,High
4578,Bridge,2025-10-04,597.0,High
4579,Downtown,2025-01-31,198.0,Normal
4580,Airport Road,2023-01-10,487.286,High
4581,Downtown,2023-06-21,754.5,High
4582,Downtown,2023-07-07,425.0,High
4583,Main St,2025-01-02,608.0,High
4584,Main St,2025-12-27,677.0,High
4585,Downtown,2025-10-26,310.5,High
4586,Downtown,2025-02-07,472.0,High
4587,Main St,2023-01-22,471.091,High
4588,Highway 101,2023-05-10,255.667,Normal
4589,Highway 101,2023-06-10,160.0,Normal
4590,Airport Road,2023-05-04,232.5,Normal
4591,Downtown,2023-10-05,351.0,High
4592,Main St,2023-08-03,363.0,High
4593,Bridge,2023-08-31,303.0,High
4594,Bridge,2025-06-02,162.0,Normal
4595,Main St,2025-05-21,361.0,High
4596,Downtown,2025-08-16,748.0,High
4597,Downtown,2025-07-30,653.0,High
4598,Airport Road,2023-03-28,163.0,Normal
4599,Bridge,2023-03-30,547.0,High
4600,Bridge,2023-03-26,220.0,Normal
4601,Airport Road,2023-02-28,401.0,High
4602,Bridge,2023-09-19,302.0,High
4603,Highway 101,2025-06-28,395.0,High
4604,Downtown,2025-09-25,381.5,High
4605,Bridge,2025-08-30,154.0,Normal
4606,Downtown,2025-02-16,190.0,Normal
4607,Bridge,2025-02-28,350.5,High
4608,Downtown,2025-11-12,382.0,High
4609,Bridge,2025-10-23,750.0,High
4610,Downtown,2023-01-09,586.143,High
4611,Airport Road,2023-05-24,444.333,High
4612,Highway 101,2023-02-05,559.0,High
4613,Airport Road,2023-05-15,272.0,Normal
4614,Bridge,2023-03-19,684.0,High
4615,Highway 101,2023-11-29,91.0,Normal
4616,Airport Road,2023-12-20,598.0,High
4617,Airport Road,2025-10-17,172.0,Normal
4618,Downtown,2025-07-03,68.0,Normal
4619,Downtown,2025-09-03,305.333,High
4620,Bridge,2025-03-31,96.0,Normal
4621,Main St,2025-09-19,247.0,Normal
4622,Highway 101,2025-04-14,232.0,Normal
4623,Main St,2023-04-09,670.0,High
4624,Main St,2023-04-30,619.5,High
4625,Downtown,2023-05-06,256.333,Normal
4626,Downtown,2023-03-22,643.0,High
4627,Bridge,2023-11-13,783.0,High
4628,Highway 101,2025-02-26,342.5,High
4629,Highway 101,2025-09-02,742.0,High
4630,Airport Road,2025-03-27,143.0,Normal
4631,Bridge,2023-01-29,492.667,High
4632,Main St,2023-05-30,350.0,High
4633,Downtown,2023-05-24,635.5,High
4634,Main St,2023-05-22,297.0,Normal
4635,Airport Road,2023-11-14,257.0,Normal
4636,Bridge,2025-07-31,781.0,High
4637,Highway 101,2025-05-21,180.333,Normal
4638,Highway 101,2025-08-18,464.5,High
4639,Airport Road,2025-05-30,729.5,High
4640,Bridge,2025-07-15,645.0,High
4641,Main St,2025-10-16,633.0,High
4642,Downtown,2025-05-18,374.0,High
4643,Main St,2023-01-25,320.5,High
4644,Highway 101,2023-06-30,465.5,High
4645,Downtown,2023-06-09,92.0,Normal
4646,Bridge,2023-07-01,573.5,High
4647,Downtown,2023-10-24,431.0,High
4648,Downtown,2023-11-15,565.0,High
4649,Highway 101,2025-12-06,280.0,Normal
4650,Airport Road,2025-08-12,251.0,Normal
4651,Downtown,2025-06-10,705.0,High
4652,Highway 101,2023-01-16,390.4,High
4653,Bridge,2023-03-17,354.333,High
4654,Highway 101,2023-04-14,693.0,High
4655,Bridge,2023-05-14,170.0,Normal
4656,Downtown,2025-12-31,800.0,High
4657,Downtown,2025-06-05,572.0,High
4658,Main St,2025-04-30,674.0,High
4659,Bridge,2025-04-01,216.0,Normal
4660,Airport Road,2023-10-15,245.0,Normal
4661,Bridge,2023-12-16,373.0,High
4662,Main St,2025-08-24,281.0,Normal
4663,Airport Road,2025-07-27,188.0,Normal
4664,Airport Road,2025-04-14,591.0,High
4665,Highway 101,2025-01-04,479.0,High
4666,Downtown,2025-09-30,59.0,Normal
4667,Bridge,2025-05-24,474.0,High
4668,Main St,2025-11-21,542.0,High
4669,Downtown,2023-04-14,764.0,High
4670,Main St,2023-12-31,437.5,High
4671,Bridge,2023-10-03,208.0,Normal
4672,Bridge,2025-11-26,165.5,Normal
4673,Highway 101,2025-12-21,345.0,High
4674,Highway 101,2025-06-14,168.0,Normal
4675,Bridge,2025-08-18,691.0,High
4676,Airport Road,2025-08-03,673.333,High
4677,Downtown,2025-08-03,420.0,High
4678,Downtown,2025-10-24,401.0,High
4679,Airport Road,2023-04-11,405.0,High
4680,Main St,2023-02-05,348.25,High
4681,Highway 101,2023-04-05,608.667,High
4682,Main St,2023-03-27,400.0,High
4683,Highway 101,2023-02-21,326.5,High
4684,Downtown,2023-12-27,439.0,High
4685,Bridge,2025-02-16,314.5,High
4686,Main St,2025-07-28,411.0,High
4687,Downtown,2023-01-03,468.6,High
4688,Bridge,2023-01-17,491.429,High
4689,Main St,2023-06-30,580.0,High
4690,Highway 101,2023-03-06,344.0,High
4691,Airport Road,2023-05-10,210.5,Normal
4692,Downtown,2023-05-02,433.0,High
4693,Airport Road,2023-04-29,511.0,High
4694,Airport Road,2023-08-20,463.0,High
4695,Highway 101,2023-07-05,522.0,High
4696,Main St,2025-04-20,394.0,High
4697,Airport Road,2025-08-17,101.0,Normal
4698,Main St,2025-06-12,284.0,Normal
4699,Airport Road,2025-01-19,82.0,Normal
4700,Downtown,2023-01-18,343.0,High
4701,Highway 101,2023-03-03,445.0,High
4702,Main St,2023-05-28,456.5,High
4703,Highway 101,2023-06-17,768.0,High
4704,Airport Road,2023-10-09,411.0,High
4705,Downtown,2023-10-02,85.0,Normal
4706,Bridge,2023-02-18,352.0,High
4707,Airport Road,2025-02-15,800.0,High
4708,Highway 101,2025-01-25,626.0,High
4709,Airport Road,2025-05-02,436.0,High
4710,Airport Road,2025-10-26,573.0,High
4711,Highway 101,2025-09-17,269.0,Normal
4712,Airport Road,2025-12-27,693.0,High
4713,Airport Road,2025-12-17,582.0,High
4714,Main St,2023-04-19,462.5,High
4715,Airport Road,2023-02-10,484.0,High
4716,Downtown,2023-04-05,570.0,High
4717,Airport Road,2023-05-11,235.0,Normal
4718,Main St,2023-05-09,333.5,High
4719,Bridge,2023-09-27,626.0,High
4720,Main St,2023-06-20,179.0,Normal
4721,Highway 101,2025-09-20,702.0,High
4722,Main St,2025-01-28,572.0,High
4723,Main St,2025-07-16,753.0,High
4724,Airport Road,2025-05-19,511.0,High
4725,Downtown,2025-10-15,460.0,High
4726,Main St,2023-01-19,462.833,High
4727,Main St,2023-01-11,495.571,High
4728,Downtown,2023-01-08,378.0,High
4729,Bridge,2023-06-04,506.333,High
4730,Airport Road,2025-08-27,65.0,Normal
4731,Downtown,2025-12-23,398.5,High
4732,Highway 101,2025-04-01,387.0,High
4733,Bridge,2025-07-22,371.333,High
4734,Highway 101,2025-01-26,355.0,High
4735,Main St,2025-01-11,105.0,Normal
4736,Airport Road,2025-03-14,55.0,Normal
4737,Airport Road,2023-05-27,647.5,High
4738,Bridge,2023-04-09,590.5,High
4739,Airport Road,2023-02-26,319.0,High
4740,Highway 101,2023-04-09,214.5,Normal
4741,Downtown,2023-07-05,451.0,High
4742,Downtown,2023-09-23,338.0,High
4743,Airport Road,2025-01-13,434.0,High
4744,Main St,2025-06-08,176.5,Normal
4745,Highway 101,2025-03-01,459.0,High
4746,Airport Road,2025-08-23,305.0,High
4747,Downtown,2025-09-15,354.0,High
4748,Main St,2025-05-13,57.0,Normal
4749,Bridge,2025-03-28,289.0,Normal
4750,Highway 101,2023-04-11,303.0,High
4751,Bridge,2023-02-07,382.667,High
4752,Airport Road,2023-02-04,730.0,High
4753,Bridge,2023-05-19,540.333,High
4754,Main St,2023-06-27,592.0,High
4755,Bridge,2023-08-03,566.0,High
4756,Airport Road,2025-09-01,439.0,High
4757,Highway 101,2025-03-09,589.0,High
4758,Downtown,2025-06-08,595.5,High
4759,Main St,2025-11-14,254.0,Normal
4760,Highway 101,2023-01-23,380.333,High
4761,Highway 101,2023-05-11,615.333,High
4762,Main St,2023-06-04,786.0,High
4763,Main St,2023-04-08,361.0,High
4764,Downtown,2023-04-26,256.0,Normal
4765,Airport Road,2023-05-16,444.0,High
4766,Airport Road,2023-08-08,181.0,Normal
4767,Airport Road,2023-12-31,673.0,High
4768,Highway 101,2023-07-12,123.0,Normal
4769,Highway 101,2025-03-20,583.5,High
4770,Main St,2025-05-10,472.0,High
4771,Airport Road,2025-04-20,564.0,High
4772,Airport Road,2025-07-12,647.0,High
4773,Highway 101,2025-10-14,505.0,High
4774,Main St,2025-06-23,140.0,Normal
4775,Main St,2025-02-01,136.0,Normal
4776,Downtown,2025-08-17,225.0,Normal
4777,Highway 101,2025-07-03,151.5,Normal
4778,Highway 101,2025-11-18,201.0,Normal
4779,Downtown,2025-09-04,508.0,High
4780,Highway 101,2025-06-21,369.0,High
4781,Main St,2023-01-15,455.0,High
4782,Airport Road,2023-01-12,436.818,High
4783,Downtown,2023-03-19,379.0,High
4784,Bridge,2023-02-06,323.333,High
4785,Downtown,2023-10-01,87.0,Normal
4786,Highway 101,2025-11-22,624.0,High
4787,Highway 101,2025-07-16,683.0,High
4788,Downtown,2025-02-18,215.0,Normal
4789,Airport Road,2025-08-20,492.0,High
4790,Airport Road,2025-01-17,509.0,High
4791,Bridge,2025-09-22,437.0,High
4792,Highway 101,2025-03-11,687.0,High
4793,Highway 101,2025-02-20,498.0,High
4794,Downtown,2025-11-10,249.0,Normal
4795,Bridge,2025-10-20,398.0,High
4796,Highway 101,2023-01-08,507.143,High
4797,Airport Road,2023-02-01,139.0,Normal
4798,Bridge,2023-11-01,757.0,High
4799,Highway 101,2023-10-20,202.0,Normal
4800,Downtown,2025-01-11,522.0,High
4801,Downtown,2025-06-28,521.333,High
4802,Downtown,2025-11-13,590.0,High
4803,Downtown,2025-06-22,693.0,High
4804,Downtown,2023-04-15,316.0,High
4805,Airport Road,2023-07-20,589.5,High
4806,Airport Road,2023-04-01,236.0,Normal
4807,Highway 101,2025-08-17,354.5,High
4808,Airport Road,2025-08-28,451.667,High
4809,Downtown,2025-04-25,156.667,Normal
4810,Bridge,2025-03-22,664.0,High
4811,Main St,2025-02-22,761.0,High
4812,Main St,2025-05-06,71.0,Normal
4813,Main St,2023-01-13,437.818,High
4814,Bridge,2023-05-08,459.5,High
4815,Downtown,2023-05-26,454.0,High
4816,Airport Road,2023-05-20,380.0,High
4817,Airport Road,2023-07-19,797.0,High
4818,Downtown,2025-03-21,161.0,Normal
4819,Downtown,2025-10-18,675.0,High
4820,Downtown,2025-05-25,393.0,High
4821,Bridge,2025-12-22,537.0,High
4822,Main St,2025-01-19,222.0,Normal
4823,Highway 101,2025-05-15,216.0,Normal
4824,Downtown,2023-01-29,468.538,High
4825,Main St,2023-05-25,685.0,High
4826,Downtown,2023-01-31,366.5,High
4827,Downtown,2023-04-01,429.0,High
4828,Airport Road,2023-10-11,343.0,High
4829,Downtown,2023-02-28,198.0,Normal
4830,Downtown,2025-04-15,222.0,Normal
4831,Downtown,2025-01-26,484.0,High
4832,Highway 101,2025-09-26,731.0,High
4833,Airport Road,2025-12-23,410.5,High
4834,Main St,2025-07-09,469.5,High
4835,Highway 101,2025-03-22,347.0,High
4836,Bridge,2025-04-02,322.0,High
4837,Downtown,2025-01-25,244.0,Normal
4838,Airport Road,2023-03-14,519.5,High
4839,Bridge,2023-03-16,329.333,High
4840,Highway 101,2025-01-30,304.5,High
4841,Highway 101,2025-08-11,582.0,High
4842,Bridge,2025-08-11,153.0,Normal
4843,Downtown,2025-03-18,495.0,High
4844,Downtown,2023-01-26,428.667,High
4845,Main St,2023-04-01,333.0,High
4846,Main St,2023-06-13,351.0,High
4847,Main St,2023-07-21,470.0,High
4848,Bridge,2025-01-25,646.0,High
4849,Main St,2025-08-10,750.0,High
4850,Downtown,2023-03-29,433.75,High
4851,Main St,2023-02-22,436.75,High
4852,Downtown,2023-08-20,516.0,High
4853,Airport Road,2023-04-12,558.0,High
4854,Downtown,2023-08-07,412.0,High
4855,Downtown,2025-11-27,150.0,Normal
4856,Airport Road,2025-09-21,527.0,High
4857,Bridge,2025-06-21,523.5,High
4858,Downtown,2025-08-11,51.0,Normal
4859,Bridge,2025-09-03,191.0,Normal
4860,Bridge,2025-03-12,63.0,Normal
4861,Bridge,2023-01-11,471.417,High
4862,Bridge,2023-01-28,381.8,High
4863,Downtown,2023-01-20,225.0,Normal
4864,Main St,2023-03-25,772.0,High
4865,Airport Road,2023-04-21,340.0,High
4866,Airport Road,2023-06-22,449.0,High
4867,Downtown,2023-02-02,668.0,High
4868,Airport Road,2023-05-12,701.333,High
4869,Highway 101,2023-03-12,415.5,High
4870,Airport Road,2023-04-23,354.5,High
4871,Highway 101,2023-12-05,314.0,High
4872,Downtown,2023-10-08,623.0,High
4873,Highway 101,2025-07-08,732.0,High
4874,Airport Road,2025-07-09,510.667,High
4875,Highway 101,2025-12-26,224.0,Normal
4876,Downtown,2025-09-05,186.5,Normal
4877,Highway 101,2025-03-07,400.0,High
4878,Bridge,2025-05-01,389.0,High
4879,Airport Road,2023-01-08,234.857,Normal
4880,Main St,2023-06-10,124.0,Normal
4881,Main St,2023-02-20,376.833,High
4882,Main St,2023-03-08,125.0,Normal
4883,Downtown,2023-08-21,174.0,Normal
4884,Highway 101,2025-02-28,645.667,High
4885,Highway 101,2025-01-18,682.0,High
4886,Bridge,2025-10-25,447.0,High
4887,Main St,2025-04-09,167.0,Normal
4888,Bridge,2023-01-31,186.0,Normal
4889,Highway 101,2023-03-14,70.0,Normal
4890,Bridge,2023-04-18,678.667,High
4891,Airport Road,2023-06-01,470.667,High
4892,Highway 101,2023-02-20,202.0,Normal
4893,Airport Road,2023-11-13,202.0,Normal
4894,Airport Road,2023-12-22,312.0,High
4895,Downtown,2025-07-05,406.5,High
4896,Highway 101,2025-06-04,354.0,High
4897,Main St,2025-11-29,107.0,Normal
4898,Airport Road,2025-02-06,599.0,High
4899,Airport Road,2025-01-27,574.0,High
4900,Airport Road,2023-01-29,425.0,High
4901,Bridge,2023-01-16,394.0,High
4902,Airport Road,2023-01-28,398.4,High
4903,Airport Road,2023-02-12,477.0,High
4904,Airport Road,2023-04-06,414.0,High
4905,Bridge,2023-11-11,199.0,Normal
4906,Main St,2025-02-17,429.0,High
4907,Downtown,2025-10-04,429.0,High
4908,Main St,2025-03-20,449.0,High
4909,Main St,2025-12-25,646.5,High
4910,Downtown,2025-07-16,666.0,High
4911,Highway 101,2023-03-07,300.0,Normal
4912,Bridge,2023-06-29,726.0,High
4913,Airport Road,2023-11-15,530.0,High
4914,Airport Road,2023-05-17,91.0,Normal
4915,Downtown,2025-03-17,327.5,High
4916,Bridge,2025-04-16,386.667,High
4917,Bridge,2025-02-20,146.0,Normal
4918,Bridge,2025-11-08,643.5,High
4919,Highway 101,2025-04-03,140.0,Normal
4920,Main St,2025-07-24,311.0,High
4921,Main St,2025-05-27,113.0,Normal
4922,Airport Road,2025-10-01,253.0,Normal
4923,Downtown,2025-09-26,291.0,Normal
4924,Airport Road,2023-01-04,502.0,High
4925,Bridge,2023-05-23,229.0,Normal
4926,Downtown,2023-06-07,285.5,Normal
4927,Main St,2023-04-13,324.0,High
4928,Airport Road,2023-11-01,566.0,High
4929,Highway 101,2023-08-19,789.0,High
4930,Bridge,2025-05-28,750.0,High
4931,Highway 101,2025-05-09,255.0,Normal
4932,Highway 101,2025-08-01,670.0,High
4933,Downtown,2025-03-20,310.0,High
4934,Downtown,2025-08-12,663.0,High
4935,Bridge,2025-10-07,389.0,High
4936,Bridge,2025-09-02,401.0,High
4937,Main St,2025-05-19,491.0,High
4938,Main St,2025-12-20,128.0,Normal
4939,Airport Road,2023-01-20,390.889,High
4940,Highway 101,2023-01-05,285.25,Normal
4941,Highway 101,2023-03-02,290.0,Normal
4942,Bridge,2023-02-01,109.0,Normal
4943,Airport Road,2023-02-03,366.0,High
4944,Bridge,2023-06-08,314.5,High
4945,Bridge,2023-12-04,102.0,Normal
4946,Airport Road,2025-03-19,404.0,High
